Time_submitted,Rating
2022-06-22 18:12:05,5
2022-06-22 18:11:52,5
2022-06-22 18:11:05,4
2022-06-22 18:10:55,4
2022-06-22 18:07:08,5
2022-06-22 18:05:10,5
2022-06-22 18:03:58,5
2022-06-22 18:03:15,1
2022-06-22 17:59:57,1
2022-06-22 17:49:34,1
2022-06-22 17:46:40,3
2022-06-22 17:42:31,1
2022-06-22 17:40:19,5
2022-06-22 17:38:13,1
2022-06-22 17:36:22,3
2022-06-22 17:32:06,4
2022-06-22 17:23:28,1
2022-06-22 17:20:14,1
2022-06-22 17:17:52,1
2022-06-22 17:16:57,1
2022-06-22 17:14:04,2
2022-06-22 17:12:39,1
2022-06-22 17:11:03,3
2022-06-22 17:08:30,5
2022-06-22 17:08:11,5
2022-06-22 17:04:37,5
2022-06-22 17:03:59,4
2022-06-22 17:03:29,4
2022-06-22 17:00:53,3
2022-06-22 16:59:09,2
2022-06-22 16:58:21,5
2022-06-22 16:57:04,4
2022-06-22 16:53:12,5
2022-06-22 16:52:37,3
2022-06-22 16:52:16,2
2022-06-22 16:51:05,1
2022-06-22 16:50:42,5
2022-06-22 16:48:00,4
2022-06-22 16:47:25,3
2022-06-22 16:42:24,4
2022-06-22 16:42:11,5
2022-06-22 16:39:06,5
2022-06-22 16:34:03,4
2022-06-22 16:33:47,5
2022-06-22 16:33:36,4
2022-06-22 16:31:25,1
2022-06-22 16:26:13,5
2022-06-22 16:19:29,1
2022-06-22 16:13:28,5
2022-06-22 16:11:12,5
2022-06-22 16:08:01,5
2022-06-22 15:59:28,5
2022-06-22 15:57:21,3
2022-06-22 15:53:58,5
2022-06-22 15:53:32,3
2022-06-22 15:46:11,3
2022-06-22 15:42:34,5
2022-06-22 15:38:30,5
2022-06-22 15:37:07,1
2022-06-22 15:32:04,5
2022-06-22 15:28:42,1
2022-06-22 15:28:17,5
2022-06-22 15:24:11,4
2022-06-22 15:23:09,1
2022-06-22 15:22:53,5
2022-06-22 15:22:42,2
2022-06-22 15:20:19,5
2022-06-22 15:15:32,1
2022-06-22 15:14:30,5
2022-06-22 15:11:19,5
2022-06-22 15:09:34,1
2022-06-22 15:06:14,2
2022-06-22 15:03:28,1
2022-06-22 15:02:27,1
2022-06-22 15:00:53,5
2022-06-22 15:00:23,5
2022-06-22 14:59:58,1
2022-06-22 14:59:47,4
2022-06-22 14:59:40,5
2022-06-22 14:56:39,5
2022-06-22 14:55:20,5
2022-06-22 14:50:00,5
2022-06-22 14:49:39,5
2022-06-22 14:49:02,5
2022-06-22 14:48:24,4
2022-06-22 14:46:57,4
2022-06-22 14:44:47,5
2022-06-22 14:44:43,4
2022-06-22 14:43:35,1
2022-06-22 14:40:21,1
2022-06-22 14:39:55,5
2022-06-22 14:39:19,3
2022-06-22 14:39:01,1
2022-06-22 14:39:00,1
2022-06-22 14:30:53,5
2022-06-22 14:23:23,5
2022-06-22 14:22:01,5
2022-06-22 14:20:02,1
2022-06-22 14:19:38,3
2022-06-22 14:18:32,4
2022-06-22 14:17:38,1
2022-06-22 14:15:16,2
2022-06-22 14:14:09,3
2022-06-22 14:12:24,4
2022-06-22 14:12:22,5
2022-06-22 14:06:07,1
2022-06-22 14:04:08,5
2022-06-22 14:03:32,5
2022-06-22 14:02:36,5
2022-06-22 13:57:56,3
2022-06-22 13:57:38,5
2022-06-22 13:54:45,5
2022-06-22 13:45:02,3
2022-06-22 13:43:38,4
2022-06-22 13:42:00,4
2022-06-22 13:36:46,5
2022-06-22 13:33:42,3
2022-06-22 13:30:49,5
2022-06-22 13:24:43,1
2022-06-22 13:24:14,1
2022-06-22 13:22:40,1
2022-06-22 13:16:59,1
2022-06-22 13:16:35,4
2022-06-22 13:15:43,3
2022-06-22 13:15:13,5
2022-06-22 13:12:58,2
2022-06-22 13:10:50,1
2022-06-22 13:00:34,5
2022-06-22 12:59:24,5
2022-06-22 12:52:17,1
2022-06-22 12:48:00,4
2022-06-22 12:42:13,5
2022-06-22 12:41:43,5
2022-06-22 12:41:00,5
2022-06-22 12:40:44,1
2022-06-22 12:40:20,4
2022-06-22 12:34:17,5
2022-06-22 12:29:07,3
2022-06-22 12:24:41,3
2022-06-22 12:20:28,1
2022-06-22 12:19:48,5
2022-06-22 12:18:47,5
2022-06-22 12:16:43,4
2022-06-22 12:14:53,5
2022-06-22 12:14:22,5
2022-06-22 12:13:56,5
2022-06-22 12:11:54,5
2022-06-22 12:09:04,1
2022-06-22 12:08:34,4
2022-06-22 12:02:30,5
2022-06-22 11:55:19,2
2022-06-22 11:50:08,5
2022-06-22 11:49:03,5
2022-06-22 11:49:02,5
2022-06-22 11:47:46,2
2022-06-22 11:46:39,5
2022-06-22 11:40:41,3
2022-06-22 11:38:37,2
2022-06-22 11:33:05,1
2022-06-22 11:28:36,5
2022-06-22 11:28:11,5
2022-06-22 11:27:42,2
2022-06-22 11:27:26,1
2022-06-22 11:18:38,5
2022-06-22 11:11:58,5
2022-06-22 11:00:48,5
2022-06-22 11:00:44,3
2022-06-22 10:59:40,2
2022-06-22 10:59:32,1
2022-06-22 10:56:44,1
2022-06-22 10:54:46,5
2022-06-22 10:53:19,3
2022-06-22 10:50:32,5
2022-06-22 10:38:16,1
2022-06-22 10:32:31,5
2022-06-22 10:26:08,1
2022-06-22 10:24:37,1
2022-06-22 10:22:40,5
2022-06-22 10:18:12,1
2022-06-22 10:11:40,2
2022-06-22 10:10:04,2
2022-06-22 10:08:26,5
2022-06-22 10:06:20,1
2022-06-22 10:04:31,5
2022-06-22 10:02:36,1
2022-06-22 9:55:03,5
2022-06-22 9:54:21,1
2022-06-22 9:48:00,5
2022-06-22 9:47:34,5
2022-06-22 9:45:32,3
2022-06-22 9:43:00,4
2022-06-22 9:41:19,1
2022-06-22 9:37:08,4
2022-06-22 9:37:04,5
2022-06-22 9:34:19,5
2022-06-22 9:32:53,5
2022-06-22 9:23:44,2
2022-06-22 9:19:45,5
2022-06-22 9:03:23,3
2022-06-22 8:52:08,1
2022-06-22 8:47:04,4
2022-06-22 8:45:06,5
2022-06-22 8:43:18,5
2022-06-22 8:40:04,4
2022-06-22 8:34:49,1
2022-06-22 8:33:46,5
2022-06-22 8:28:01,3
2022-06-22 8:25:40,5
2022-06-22 8:22:57,5
2022-06-22 8:07:05,5
2022-06-22 8:06:12,5
2022-06-22 8:02:30,4
2022-06-22 8:01:55,1
2022-06-22 8:01:35,5
2022-06-22 7:48:00,5
2022-06-22 7:43:19,4
2022-06-22 7:41:19,4
2022-06-22 7:39:58,4
2022-06-22 7:38:48,1
2022-06-22 7:38:45,1
2022-06-22 7:34:46,1
2022-06-22 7:32:29,3
2022-06-22 7:30:57,4
2022-06-22 7:22:27,2
2022-06-22 7:14:58,5
2022-06-22 7:05:27,3
2022-06-22 7:04:29,5
2022-06-22 7:03:56,5
2022-06-22 7:01:15,5
2022-06-22 7:00:42,2
2022-06-22 6:59:05,4
2022-06-22 6:58:07,1
2022-06-22 6:50:30,5
2022-06-22 6:50:17,5
2022-06-22 6:50:01,1
2022-06-22 6:44:18,5
2022-06-22 6:43:02,3
2022-06-22 6:34:24,1
2022-06-22 6:26:44,2
2022-06-22 6:19:13,1
2022-06-22 6:17:58,1
2022-06-22 6:16:55,2
2022-06-22 6:15:39,1
2022-06-22 6:12:20,4
2022-06-22 6:06:51,5
2022-06-22 6:05:07,5
2022-06-22 5:56:43,3
2022-06-22 5:53:07,5
2022-06-22 5:51:00,1
2022-06-22 5:50:24,5
2022-06-22 5:48:40,5
2022-06-22 5:42:13,5
2022-06-22 5:39:44,5
2022-06-22 5:38:39,5
2022-06-22 5:37:39,3
2022-06-22 5:37:37,5
2022-06-22 5:35:29,1
2022-06-22 5:30:55,1
2022-06-22 5:30:49,5
2022-06-22 5:28:11,1
2022-06-22 5:27:59,3
2022-06-22 5:25:36,5
2022-06-22 5:22:54,1
2022-06-22 5:22:38,5
2022-06-22 5:19:59,2
2022-06-22 5:19:02,5
2022-06-22 5:19:00,4
2022-06-22 5:18:40,5
2022-06-22 5:13:34,5
2022-06-22 5:04:59,3
2022-06-22 5:00:30,5
2022-06-22 4:53:05,5
2022-06-22 4:46:52,5
2022-06-22 4:42:14,5
2022-06-22 4:36:53,5
2022-06-22 4:35:50,2
2022-06-22 4:35:17,1
2022-06-22 4:29:55,5
2022-06-22 4:26:18,4
2022-06-22 4:23:00,5
2022-06-22 4:21:32,1
2022-06-22 4:21:01,4
2022-06-22 4:19:15,2
2022-06-22 4:15:53,1
2022-06-22 4:10:07,5
2022-06-22 4:07:57,5
2022-06-22 3:55:15,1
2022-06-22 3:54:13,5
2022-06-22 3:54:10,1
2022-06-22 3:52:50,1
2022-06-22 3:43:38,4
2022-06-22 3:40:34,5
2022-06-22 3:40:29,5
2022-06-22 3:35:56,5
2022-06-22 3:35:15,1
2022-06-22 3:35:02,4
2022-06-22 3:34:44,5
2022-06-22 3:29:25,5
2022-06-22 3:24:25,5
2022-06-22 3:22:25,1
2022-06-22 3:15:26,4
2022-06-22 3:10:32,5
2022-06-22 3:08:34,3
2022-06-22 3:00:39,2
2022-06-22 2:56:14,1
2022-06-22 2:52:11,1
2022-06-22 2:52:09,1
2022-06-22 2:51:00,5
2022-06-22 2:48:33,1
2022-06-22 2:48:29,3
2022-06-22 2:47:35,5
2022-06-22 2:41:59,5
2022-06-22 2:40:24,4
2022-06-22 2:35:33,5
2022-06-22 2:34:07,1
2022-06-22 2:30:07,5
2022-06-22 2:28:42,5
2022-06-22 2:27:52,2
2022-06-22 2:27:24,5
2022-06-22 2:25:32,5
2022-06-22 2:24:39,2
2022-06-22 2:20:37,1
2022-06-22 2:11:51,4
2022-06-22 2:11:48,4
2022-06-22 2:03:53,4
2022-06-22 2:03:17,5
2022-06-22 1:59:38,1
2022-06-22 1:51:53,5
2022-06-22 1:47:37,1
2022-06-22 1:45:47,2
2022-06-22 1:42:04,2
2022-06-22 1:40:44,5
2022-06-22 1:40:04,2
2022-06-22 1:39:35,5
2022-06-22 1:38:42,5
2022-06-22 1:30:50,1
2022-06-22 1:21:28,5
2022-06-22 1:13:34,5
2022-06-22 1:13:12,5
2022-06-22 1:11:52,5
2022-06-22 1:08:20,5
2022-06-22 1:05:13,1
2022-06-22 1:01:42,2
2022-06-22 0:42:28,5
2022-06-22 0:41:15,5
2022-06-22 0:39:55,4
2022-06-22 0:37:22,3
2022-06-22 0:32:04,1
2022-06-22 0:31:00,5
2022-06-22 0:30:20,5
2022-06-22 0:28:36,1
2022-06-22 0:21:08,1
2022-06-22 0:21:07,2
2022-06-22 0:16:55,5
2022-06-22 0:15:03,1
2022-06-22 0:11:06,5
2022-06-22 0:04:34,2
2022-06-22 0:02:17,2
2022-06-21 23:58:28,5
2022-06-21 23:57:24,5
2022-06-21 23:50:19,5
2022-06-21 23:50:10,1
2022-06-21 23:49:23,1
2022-06-21 23:48:28,1
2022-06-21 23:47:40,5
2022-06-21 23:45:47,5
2022-06-21 23:42:35,1
2022-06-21 23:40:32,5
2022-06-21 23:33:47,1
2022-06-21 23:33:30,5
2022-06-21 23:32:04,5
2022-06-21 23:30:23,1
2022-06-21 23:26:40,5
2022-06-21 23:24:26,5
2022-06-21 23:12:36,1
2022-06-21 23:12:30,5
2022-06-21 23:10:51,1
2022-06-21 23:10:37,5
2022-06-21 23:10:11,5
2022-06-21 23:09:25,1
2022-06-21 23:02:40,1
2022-06-21 22:58:15,5
2022-06-21 22:57:15,4
2022-06-21 22:51:56,4
2022-06-21 22:50:03,5
2022-06-21 22:49:19,1
2022-06-21 22:38:45,1
2022-06-21 22:37:19,2
2022-06-21 22:34:42,3
2022-06-21 22:33:41,2
2022-06-21 22:32:28,5
2022-06-21 22:31:45,1
2022-06-21 22:27:57,5
2022-06-21 22:27:32,3
2022-06-21 22:27:14,1
2022-06-21 22:25:31,3
2022-06-21 22:23:02,1
2022-06-21 22:22:51,4
2022-06-21 22:22:23,1
2022-06-21 22:21:44,1
2022-06-21 22:21:10,2
2022-06-21 22:18:31,5
2022-06-21 22:16:35,2
2022-06-21 22:15:56,5
2022-06-21 22:14:59,3
2022-06-21 22:14:56,2
2022-06-21 22:14:14,3
2022-06-21 22:13:50,1
2022-06-21 22:13:18,2
2022-06-21 22:12:24,1
2022-06-21 22:11:42,5
2022-06-21 22:11:25,3
2022-06-21 22:09:35,3
2022-06-21 22:09:10,5
2022-06-21 22:09:01,2
2022-06-21 22:06:21,4
2022-06-21 21:59:01,1
2022-06-21 21:58:39,5
2022-06-21 21:57:23,2
2022-06-21 21:57:15,3
2022-06-21 21:56:04,2
2022-06-21 21:55:13,1
2022-06-21 21:50:41,5
2022-06-21 21:50:32,5
2022-06-21 21:49:38,1
2022-06-21 21:48:51,2
2022-06-21 21:48:44,1
2022-06-21 21:48:12,1
2022-06-21 21:46:45,3
2022-06-21 21:43:34,5
2022-06-21 21:41:48,3
2022-06-21 21:37:13,1
2022-06-21 21:34:17,3
2022-06-21 21:25:58,5
2022-06-21 21:10:43,5
2022-06-21 21:09:06,1
2022-06-21 21:05:01,1
2022-06-21 21:02:42,3
2022-06-21 21:01:16,1
2022-06-21 21:00:57,2
2022-06-21 20:51:17,3
2022-06-21 20:50:51,5
2022-06-21 20:44:25,1
2022-06-21 20:44:21,3
2022-06-21 20:43:26,3
2022-06-21 20:42:47,3
2022-06-21 20:40:53,2
2022-06-21 20:33:20,4
2022-06-21 20:29:11,3
2022-06-21 20:27:39,4
2022-06-21 20:25:26,1
2022-06-21 20:23:59,5
2022-06-21 20:21:03,2
2022-06-21 20:20:26,4
2022-06-21 20:15:21,3
2022-06-21 20:05:54,4
2022-06-21 20:03:16,1
2022-06-21 20:01:09,1
2022-06-21 20:00:26,1
2022-06-21 19:58:46,1
2022-06-21 19:58:04,5
2022-06-21 19:57:55,1
2022-06-21 19:51:42,5
2022-06-21 19:51:38,5
2022-06-21 19:45:30,1
2022-06-21 19:42:02,3
2022-06-21 19:32:54,5
2022-06-21 19:30:10,4
2022-06-21 19:28:57,1
2022-06-21 19:27:22,5
2022-06-21 19:26:39,5
2022-06-21 19:23:04,4
2022-06-21 19:21:38,3
2022-06-21 19:20:52,4
2022-06-21 19:14:15,5
2022-06-21 19:12:30,5
2022-06-21 19:10:01,5
2022-06-21 19:05:15,4
2022-06-21 19:01:37,5
2022-06-21 18:56:52,5
2022-06-21 18:47:07,3
2022-06-21 18:43:09,3
2022-06-21 18:43:05,1
2022-06-21 18:36:21,4
2022-06-21 18:31:45,1
2022-06-21 18:29:50,3
2022-06-21 18:25:06,5
2022-06-21 18:22:25,2
2022-06-21 18:21:53,1
2022-06-21 18:21:34,5
2022-06-21 18:21:20,5
2022-06-21 18:08:10,3
2022-06-21 18:00:51,4
2022-06-21 17:56:21,2
2022-06-21 17:56:18,5
2022-06-21 17:55:54,1
2022-06-21 17:48:50,5
2022-06-21 17:48:37,1
2022-06-21 17:46:38,4
2022-06-21 17:40:52,5
2022-06-21 17:38:33,2
2022-06-21 17:37:18,4
2022-06-21 17:34:54,5
2022-06-21 17:30:33,5
2022-06-21 17:27:33,5
2022-06-21 17:25:26,3
2022-06-21 17:24:12,3
2022-06-21 17:24:02,5
2022-06-21 17:21:17,5
2022-06-21 17:20:27,5
2022-06-21 17:16:08,1
2022-06-21 17:14:31,5
2022-06-21 17:13:56,5
2022-06-21 17:11:37,1
2022-06-21 17:10:29,4
2022-06-21 17:08:08,4
2022-06-21 17:07:26,5
2022-06-21 17:04:04,3
2022-06-21 17:03:54,2
2022-06-21 17:00:51,5
2022-06-21 16:57:56,2
2022-06-21 16:53:39,1
2022-06-21 16:52:46,1
2022-06-21 16:51:14,1
2022-06-21 16:50:34,5
2022-06-21 16:50:11,3
2022-06-21 16:45:10,2
2022-06-21 16:41:57,4
2022-06-21 16:41:36,4
2022-06-21 16:34:15,4
2022-06-21 16:32:11,1
2022-06-21 16:28:37,5
2022-06-21 16:25:54,5
2022-06-21 16:21:53,1
2022-06-21 16:20:27,3
2022-06-21 16:19:46,2
2022-06-21 16:19:38,4
2022-06-21 16:18:54,3
2022-06-21 16:18:00,3
2022-06-21 16:16:06,1
2022-06-21 16:15:51,5
2022-06-21 16:13:20,3
2022-06-21 16:05:50,5
2022-06-21 16:03:26,5
2022-06-21 16:02:23,4
2022-06-21 16:01:22,1
2022-06-21 16:00:53,4
2022-06-21 16:00:30,5
2022-06-21 15:56:39,2
2022-06-21 15:56:16,5
2022-06-21 15:54:49,1
2022-06-21 15:54:31,5
2022-06-21 15:52:05,4
2022-06-21 15:49:39,1
2022-06-21 15:49:22,2
2022-06-21 15:47:16,5
2022-06-21 15:45:56,5
2022-06-21 15:45:49,5
2022-06-21 15:43:42,5
2022-06-21 15:38:51,3
2022-06-21 15:38:13,5
2022-06-21 15:35:26,4
2022-06-21 15:34:09,4
2022-06-21 15:29:12,2
2022-06-21 15:27:13,3
2022-06-21 15:24:01,3
2022-06-21 15:20:46,5
2022-06-21 15:19:17,5
2022-06-21 15:17:25,1
2022-06-21 15:16:09,5
2022-06-21 15:15:40,1
2022-06-21 15:14:26,5
2022-06-21 15:11:27,4
2022-06-21 15:09:35,3
2022-06-21 15:05:33,1
2022-06-21 15:03:47,5
2022-06-21 15:01:02,1
2022-06-21 14:58:24,1
2022-06-21 14:57:21,5
2022-06-21 14:55:55,1
2022-06-21 14:54:10,5
2022-06-21 14:52:02,5
2022-06-21 14:49:16,5
2022-06-21 14:47:52,1
2022-06-21 14:46:14,2
2022-06-21 14:45:25,5
2022-06-21 14:45:19,5
2022-06-21 14:40:07,5
2022-06-21 14:38:02,4
2022-06-21 14:37:32,1
2022-06-21 14:33:54,4
2022-06-21 14:31:17,1
2022-06-21 14:29:05,3
2022-06-21 14:27:41,5
2022-06-21 14:26:11,5
2022-06-21 14:23:52,5
2022-06-21 14:23:20,5
2022-06-21 14:12:18,4
2022-06-21 14:10:58,3
2022-06-21 14:09:37,4
2022-06-21 14:05:11,1
2022-06-21 14:04:58,5
2022-06-21 14:03:54,5
2022-06-21 14:03:06,1
2022-06-21 14:02:22,4
2022-06-21 13:56:51,5
2022-06-21 13:49:49,5
2022-06-21 13:32:22,5
2022-06-21 13:25:29,5
2022-06-21 13:16:40,5
2022-06-21 13:15:01,4
2022-06-21 13:14:36,2
2022-06-21 13:14:02,3
2022-06-21 13:12:45,5
2022-06-21 13:11:11,5
2022-06-21 13:09:24,1
2022-06-21 13:07:19,4
2022-06-21 13:06:04,3
2022-06-21 13:00:43,5
2022-06-21 12:55:13,1
2022-06-21 12:50:16,2
2022-06-21 12:49:43,5
2022-06-21 12:45:47,2
2022-06-21 12:44:12,5
2022-06-21 12:36:43,1
2022-06-21 12:34:39,4
2022-06-21 12:34:30,1
2022-06-21 12:32:04,5
2022-06-21 12:32:01,3
2022-06-21 12:31:10,1
2022-06-21 12:28:43,4
2022-06-21 12:24:20,1
2022-06-21 12:18:43,4
2022-06-21 12:12:41,5
2022-06-21 12:12:08,5
2022-06-21 12:11:10,5
2022-06-21 11:58:50,3
2022-06-21 11:56:57,5
2022-06-21 11:55:16,2
2022-06-21 11:55:03,4
2022-06-21 11:53:38,5
2022-06-21 11:50:11,5
2022-06-21 11:49:47,1
2022-06-21 11:44:24,5
2022-06-21 11:39:38,2
2022-06-21 11:38:14,2
2022-06-21 11:31:49,5
2022-06-21 11:29:37,3
2022-06-21 11:29:32,4
2022-06-21 11:28:10,5
2022-06-21 11:07:42,4
2022-06-21 11:03:37,5
2022-06-21 11:01:31,5
2022-06-21 10:53:07,2
2022-06-21 10:48:06,5
2022-06-21 10:45:19,4
2022-06-21 10:43:48,5
2022-06-21 10:32:45,2
2022-06-21 10:32:08,5
2022-06-21 10:27:57,3
2022-06-21 10:26:04,1
2022-06-21 10:24:32,4
2022-06-21 10:24:23,5
2022-06-21 10:14:37,1
2022-06-21 10:12:58,5
2022-06-21 10:08:36,3
2022-06-21 10:08:26,5
2022-06-21 10:05:38,1
2022-06-21 10:01:47,5
2022-06-21 9:57:47,3
2022-06-21 9:56:14,5
2022-06-21 9:49:24,4
2022-06-21 9:46:30,5
2022-06-21 9:44:03,4
2022-06-21 9:44:02,2
2022-06-21 9:41:04,5
2022-06-21 9:37:50,5
2022-06-21 9:35:27,5
2022-06-21 9:21:47,5
2022-06-21 9:16:23,5
2022-06-21 9:12:41,1
2022-06-21 9:11:23,4
2022-06-21 9:08:10,4
2022-06-21 9:02:42,5
2022-06-21 8:58:04,5
2022-06-21 8:56:25,4
2022-06-21 8:55:38,5
2022-06-21 8:55:20,3
2022-06-21 8:54:00,4
2022-06-21 8:47:21,2
2022-06-21 8:44:02,5
2022-06-21 8:40:23,5
2022-06-21 8:39:48,3
2022-06-21 8:38:42,5
2022-06-21 8:35:38,4
2022-06-21 8:33:50,2
2022-06-21 8:31:37,5
2022-06-21 8:25:59,2
2022-06-21 8:24:35,1
2022-06-21 8:22:54,3
2022-06-21 8:18:54,5
2022-06-21 8:15:44,2
2022-06-21 8:13:13,5
2022-06-21 8:12:47,5
2022-06-21 8:08:33,4
2022-06-21 8:07:27,4
2022-06-21 8:07:06,5
2022-06-21 8:01:16,2
2022-06-21 8:00:54,5
2022-06-21 8:00:26,3
2022-06-21 7:48:30,5
2022-06-21 7:43:56,5
2022-06-21 7:43:19,5
2022-06-21 7:40:17,4
2022-06-21 7:35:45,5
2022-06-21 7:34:44,1
2022-06-21 7:28:57,5
2022-06-21 7:24:56,1
2022-06-21 7:24:56,5
2022-06-21 7:22:33,1
2022-06-21 7:16:58,5
2022-06-21 7:16:19,5
2022-06-21 7:15:52,1
2022-06-21 7:10:25,1
2022-06-21 7:07:33,5
2022-06-21 7:06:36,5
2022-06-21 7:04:07,4
2022-06-21 7:04:05,5
2022-06-21 7:01:10,1
2022-06-21 7:01:06,5
2022-06-21 6:57:59,1
2022-06-21 6:52:23,5
2022-06-21 6:50:52,5
2022-06-21 6:41:03,5
2022-06-21 6:40:15,1
2022-06-21 6:35:01,2
2022-06-21 6:34:13,1
2022-06-21 6:31:02,5
2022-06-21 6:30:32,1
2022-06-21 6:27:35,5
2022-06-21 6:27:10,5
2022-06-21 6:24:52,5
2022-06-21 6:23:53,3
2022-06-21 6:22:41,3
2022-06-21 6:21:53,3
2022-06-21 6:19:58,5
2022-06-21 6:16:55,4
2022-06-21 6:06:12,4
2022-06-21 6:03:32,3
2022-06-21 5:52:46,2
2022-06-21 5:50:34,5
2022-06-21 5:47:49,2
2022-06-21 5:47:09,1
2022-06-21 5:42:29,1
2022-06-21 5:39:16,1
2022-06-21 5:36:13,3
2022-06-21 5:29:18,1
2022-06-21 5:25:24,2
2022-06-21 5:15:04,1
2022-06-21 5:06:50,1
2022-06-21 5:02:25,5
2022-06-21 5:01:15,4
2022-06-21 5:00:55,3
2022-06-21 4:58:39,1
2022-06-21 4:49:31,1
2022-06-21 4:48:57,1
2022-06-21 4:45:06,3
2022-06-21 4:44:59,1
2022-06-21 4:44:10,5
2022-06-21 4:42:23,5
2022-06-21 4:40:20,5
2022-06-21 4:39:40,5
2022-06-21 4:37:38,5
2022-06-21 4:34:43,5
2022-06-21 4:33:35,2
2022-06-21 4:31:36,4
2022-06-21 4:25:55,5
2022-06-21 4:25:52,5
2022-06-21 4:25:29,5
2022-06-21 4:23:53,5
2022-06-21 4:14:48,5
2022-06-21 4:12:11,5
2022-06-21 4:08:07,4
2022-06-21 3:59:02,5
2022-06-21 3:45:53,1
2022-06-21 3:40:07,5
2022-06-21 3:39:47,1
2022-06-21 3:39:03,1
2022-06-21 3:38:58,5
2022-06-21 3:37:26,5
2022-06-21 3:36:56,2
2022-06-21 3:35:24,1
2022-06-21 3:32:28,5
2022-06-21 3:28:08,4
2022-06-21 3:27:10,5
2022-06-21 3:27:03,4
2022-06-21 3:26:20,1
2022-06-21 3:25:26,5
2022-06-21 3:14:52,2
2022-06-21 3:11:12,4
2022-06-21 3:07:28,5
2022-06-21 3:05:16,5
2022-06-21 3:04:59,5
2022-06-21 2:55:37,5
2022-06-21 2:53:19,1
2022-06-21 2:50:16,3
2022-06-21 2:49:16,1
2022-06-21 2:46:21,3
2022-06-21 2:41:25,5
2022-06-21 2:35:40,5
2022-06-21 2:30:31,1
2022-06-21 2:28:46,1
2022-06-21 2:26:39,1
2022-06-21 2:21:57,5
2022-06-21 2:20:37,5
2022-06-21 2:18:37,1
2022-06-21 2:13:49,1
2022-06-21 2:11:58,5
2022-06-21 2:11:27,5
2022-06-21 2:11:25,1
2022-06-21 2:09:21,5
2022-06-21 2:09:00,5
2022-06-21 2:02:00,4
2022-06-21 1:51:30,5
2022-06-21 1:47:00,2
2022-06-21 1:41:49,5
2022-06-21 1:40:31,1
2022-06-21 1:40:19,1
2022-06-21 1:38:17,1
2022-06-21 1:29:08,1
2022-06-21 1:27:21,4
2022-06-21 1:25:11,5
2022-06-21 1:23:53,5
2022-06-21 1:21:12,2
2022-06-21 1:21:02,1
2022-06-21 1:21:01,5
2022-06-21 1:20:58,5
2022-06-21 1:20:46,2
2022-06-21 1:20:43,5
2022-06-21 1:18:36,5
2022-06-21 1:04:39,3
2022-06-21 0:55:54,5
2022-06-21 0:53:51,5
2022-06-21 0:51:34,5
2022-06-21 0:47:54,5
2022-06-21 0:47:28,4
2022-06-21 0:47:21,5
2022-06-21 0:44:12,5
2022-06-21 0:36:29,5
2022-06-21 0:35:29,1
2022-06-21 0:27:10,5
2022-06-21 0:24:07,1
2022-06-21 0:22:57,3
2022-06-21 0:22:16,1
2022-06-21 0:17:05,1
2022-06-21 0:15:58,3
2022-06-21 0:13:41,3
2022-06-21 0:10:31,5
2022-06-21 0:09:57,5
2022-06-21 0:08:35,4
2022-06-21 0:07:19,5
2022-06-21 0:06:35,5
2022-06-20 23:57:21,1
2022-06-20 23:51:46,5
2022-06-20 23:46:55,5
2022-06-20 23:31:44,2
2022-06-20 23:18:21,4
2022-06-20 23:11:33,5
2022-06-20 23:09:36,4
2022-06-20 23:06:01,5
2022-06-20 23:04:12,1
2022-06-20 22:59:52,1
2022-06-20 22:48:15,5
2022-06-20 22:44:01,5
2022-06-20 22:43:46,1
2022-06-20 22:37:22,5
2022-06-20 22:37:08,4
2022-06-20 22:36:06,1
2022-06-20 22:19:28,5
2022-06-20 22:19:05,1
2022-06-20 22:18:11,4
2022-06-20 22:01:47,3
2022-06-20 22:00:17,4
2022-06-20 21:58:38,5
2022-06-20 21:53:22,5
2022-06-20 21:50:36,5
2022-06-20 21:44:57,4
2022-06-20 21:32:32,3
2022-06-20 21:32:27,5
2022-06-20 21:29:37,1
2022-06-20 21:23:11,1
2022-06-20 21:21:54,5
2022-06-20 21:07:44,5
2022-06-20 21:03:05,3
2022-06-20 21:02:10,5
2022-06-20 21:01:06,5
2022-06-20 20:57:29,3
2022-06-20 20:55:25,3
2022-06-20 20:52:50,5
2022-06-20 20:50:11,5
2022-06-20 20:47:36,5
2022-06-20 20:45:19,5
2022-06-20 20:37:09,2
2022-06-20 20:35:12,4
2022-06-20 20:31:10,4
2022-06-20 20:26:39,3
2022-06-20 20:25:09,4
2022-06-20 20:23:40,5
2022-06-20 20:23:18,5
2022-06-20 20:20:10,5
2022-06-20 20:17:01,1
2022-06-20 20:12:05,5
2022-06-20 20:07:12,4
2022-06-20 19:58:16,4
2022-06-20 19:55:10,1
2022-06-20 19:48:48,4
2022-06-20 19:47:51,5
2022-06-20 19:44:45,4
2022-06-20 19:43:24,5
2022-06-20 19:40:33,5
2022-06-20 19:39:01,5
2022-06-20 19:38:24,5
2022-06-20 19:34:35,5
2022-06-20 19:32:02,4
2022-06-20 19:29:11,1
2022-06-20 19:25:03,5
2022-06-20 19:24:04,1
2022-06-20 19:23:46,4
2022-06-20 19:20:59,4
2022-06-20 19:18:34,4
2022-06-20 19:15:04,4
2022-06-20 19:06:49,5
